# SentenceBreakProperty-6.3.0.txt
# Date: 2013-09-25, 18:59:01 GMT [MD]
#
# Unicode Character Database
# Copyright (c) 1991-2013 Unicode, Inc.
# For terms of use, see http://www.unicode.org/terms_of_use.html
# For documentation, see http://www.unicode.org/reports/tr44/

# ================================================

# Property:	Sentence_Break

#  All code points not explicitly listed for Sentence_Break
#  have the value Other (XX).

# @missing: 0000..10FFFF; Other

# ================================================

A68B          ; Lower # L&       CYRILLIC SMALL LETTER TE WITH MIDDLE HOOK
A68D          ; Lower # L&       CYRILLIC SMALL LETTER TWE
A68F          ; Lower # L&       CYRILLIC SMALL LETTER TSWE
A691          ; Lower # L&       CYRILLIC SMALL LETTER TSSE
A693          ; Lower # L&       CYRILLIC SMALL LETTER TCHE
A695          ; Lower # L&       CYRILLIC SMALL LETTER HWE
A697          ; Lower # L&       CYRILLIC SMALL LETTER SHWE
A723          ; Lower # L&       LATIN SMALL LETTER EGYPTOLOGICAL ALEF
A725          ; Lower # L&       LATIN SMALL LETTER EGYPTOLOGICAL AIN
A727          ; Lower # L&       LATIN SMALL LETTER HENG
A729          ; Lower # L&       LATIN SMALL LETTER TZ
A72B          ; Lower # L&       LATIN SMALL LETTER TRESILLO
A72D          ; Lower # L&       LATIN SMALL LETTER CUATRILLO
A72F..A731    ; Lower # L&   [3] LATIN SMALL LETTER CUATRILLO WITH COMMA..LATIN LETTER SMALL CAPITAL S
A733          ; Lower # L&       LATIN SMALL LETTER AA
A735          ; Lower # L&       LATIN SMALL LETTER AO
A737          ; Lower # L&       LATIN SMALL LETTER AU
A739          ; Lower # L&       LATIN SMALL LETTER AV
A73B          ; Lower # L&       LATIN SMALL LETTER AV WITH HORIZONTAL BAR
A73D          ; Lower # L&       LATIN SMALL LETTER AY
A73F          ; Lower # L&       LATIN SMALL LETTER REVERSED C WITH DOT
A741          ; Lower # L&       LATIN SMALL LETTER K WITH STROKE
A743          ; Lower # L&       LATIN SMALL LETTER K WITH DIAGONAL STROKE
A745          ; Lower # L&       LATIN SMALL LETTER K WITH STROKE AND DIAGONAL STROKE
A747          ; Lower # L&       LATIN SMALL LETTER BROKEN L
A749          ; Lower # L&       LATIN SMALL LETTER L WITH HIGH STROKE
A74B          ; Lower # L&       LATIN SMALL LETTER O WITH LONG STROKE OVERLAY
A74D          ; Lower # L&       LATIN SMALL LETTER O WITH LOOP
A74F          ; Lower # L&       LATIN SMALL LETTER OO
A751          ; Lower # L&       LATIN SMALL LETTER P WITH STROKE THROUGH DESCENDER
A753          ; Lower # L&       LATIN SMALL LETTER P WITH FLOURISH
A755          ; Lower # L&       LATIN SMALL LETTER P WITH SQUIRREL TAIL
A757          ; Lower # L&       LATIN SMALL LETTER Q WITH STROKE THROUGH DESCENDER
A759          ; Lower # L&       LATIN SMALL LETTER Q WITH DIAGONAL STROKE
A75B          ; Lower # L&       LATIN SMALL LETTER R ROTUNDA
A75D          ; Lower # L&       LATIN SMALL LETTER RUM ROTUNDA
A75F          ; Lower # L&       LATIN SMALL LETTER V WITH DIAGONAL STROKE
A761          ; Lower # L&       LATIN SMALL LETTER VY
A763          ; Lower # L&       LATIN SMALL LETTER VISIGOTHIC Z
A765          ; Lower # L&       LATIN SMALL LETTER THORN WITH STROKE
A767          ; Lower # L&       LATIN SMALL LETTER THORN WITH STROKE THROUGH DESCENDER
A769          ; Lower # L&       LATIN SMALL LETTER VEND
A76B          ; Lower # L&       LATIN SMALL LETTER ET
A76D          ; Lower # L&       LATIN SMALL LETTER IS
A76F          ; Lower # L&       LATIN SMALL LETTER CON
A770          ; Lower # Lm       MODIFIER LETTER US
A771..A778    ; Lower # L&   [8] LATIN SMALL LETTER DUM..LATIN SMALL LETTER UM
A77A          ; Lower # L&       LATIN SMALL LETTER INSULAR D
A77C          ; Lower # L&       LATIN SMALL LETTER INSULAR F
A77F          ; Lower # L&       LATIN SMALL LETTER TURNED INSULAR G
A781          ; Lower # L&       LATIN SMALL LETTER TURNED L
A783          ; Lower # L&       LATIN SMALL LETTER INSULAR R
A785          ; Lower # L&       LATIN SMALL LETTER INSULAR S
A787          ; Lower # L&       LATIN SMALL LETTER INSULAR T
A78C          ; Lower # L&       LATIN SMALL LETTER SALTILLO
A78E          ; Lower # L&       LATIN SMALL LETTER L WITH RETROFLEX HOOK AND BELT
A791          ; Lower # L&       LATIN SMALL LETTER N WITH DESCENDER
A793          ; Lower # L&       LATIN SMALL LETTER C WITH BAR
A7A1          ; Lower # L&       LATIN SMALL LETTER G WITH OBLIQUE STROKE
A7A3          ; Lower # L&       LATIN SMALL LETTER K WITH OBLIQUE STROKE
A7A5          ; Lower # L&       LATIN SMALL LETTER N WITH OBLIQUE STROKE
A7A7          ; Lower # L&       LATIN SMALL LETTER R WITH OBLIQUE STROKE
A7A9          ; Lower # L&       LATIN SMALL LETTER S WITH OBLIQUE STROKE
A7F8..A7F9    ; Lower # Lm   [2] MODIFIER LETTER CAPITAL H WITH STROKE..MODIFIER LETTER SMALL LIGATURE OE
A7FA          ; Lower # L&       LATIN LETTER SMALL CAPITAL TURNED M
FB00..FB06    ; Lower # L&   [7] LATIN SMALL LIGATURE FF..LATIN SMALL LIGATURE ST
FB13..FB17    ; Lower # L&   [5] ARMENIAN SMALL LIGATURE MEN NOW..ARMENIAN SMALL LIGATURE MEN XEH
FF41..FF5A    ; Lower # L&  [26] FULLWIDTH LATIN SMALL LETTER A..FULLWIDTH LATIN SMALL LETTER Z
10428..1044F  ; Lower # L&  [40] DESERET SMALL LETTER LONG I..DESERET SMALL LETTER EW
1D41A..1D433  ; Lower # L&  [26] MATHEMATICAL BOLD SMALL A..MATHEMATICAL BOLD SMALL Z
1D44E..1D454  ; Lower # L&   [7] MATHEMATICAL ITALIC SMALL A..MATHEMATICAL ITALIC SMALL G
1D456..1D467  ; Lower # L&  [18] MATHEMATICAL ITALIC SMALL I..MATHEMATICAL ITALIC SMALL Z
1D482..1D49B  ; Lower # L&  [26] MATHEMATICAL BOLD ITALIC SMALL A..MATHEMATICAL BOLD ITALIC SMALL Z
1D4B6..1D4B9  ; Lower # L&   [4] MATHEMATICAL SCRIPT SMALL A..MATHEMATICAL SCRIPT SMALL D
1D4BB         ; Lower # L&       MATHEMATICAL SCRIPT SMALL F
1D4BD..1D4C3  ; Lower # L&   [7] MATHEMATICAL SCRIPT SMALL H..MATHEMATICAL SCRIPT SMALL N
1D4C5..1D4CF  ; Lower # L&  [11] MATHEMATICAL SCRIPT SMALL P..MATHEMATICAL SCRIPT SMALL Z
1D4EA..1D503  ; Lower # L&  [26] MATHEMATICAL BOLD SCRIPT SMALL A..MATHEMATICAL BOLD SCRIPT SMALL Z
1D51E..1D537  ; Lower # L&  [26] MATHEMATICAL FRAKTUR SMALL A..MATHEMATICAL FRAKTUR SMALL Z
1D552..1D56B  ; Lower # L&  [26] MATHEMATICAL DOUBLE-STRUCK SMALL A..MATHEMATICAL DOUBLE-STRUCK SMALL Z
1D586..1D59F  ; Lower # L&  [26] MATHEMATICAL BOLD FRAKTUR SMALL A..MATHEMATICAL BOLD FRAKTUR SMALL Z
1D5BA..1D5D3  ; Lower # L&  [26] MATHEMATICAL SANS-SERIF SMALL A..MATHEMATICAL SANS-SERIF SMALL Z
1D5EE..1D607  ; Lower # L&  [26] MATHEMATICAL SANS-SERIF BOLD SMALL A..MATHEMATICAL SANS-SERIF BOLD SMALL Z
1D622..1D63B  ; Lower # L&  [26] MATHEMATICAL SANS-SERIF ITALIC SMALL A..MATHEMATICAL SANS-SERIF ITALIC SMALL Z
1D656..1D66F  ; Lower # L&  [26] MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL A..MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL Z
1D68A..1D6A5  ; Lower # L&  [28] MATHEMATICAL MONOSPACE SMALL A..MATHEMATICAL ITALIC SMALL DOTLESS J
1D6C2..1D6DA  ; Lower # L&  [25] MATHEMATICAL BOLD SMALL ALPHA..MATHEMATICAL BOLD SMALL OMEGA
1D6DC..1D6E1  ; Lower # L&   [6] MATHEMATICAL BOLD EPSILON SYMBOL..MATHEMATICAL BOLD PI SYMBOL
1D6FC..1D714  ; Lower # L&  [25] MATHEMATICAL ITALIC SMALL ALPHA..MATHEMATICAL ITALIC SMALL OMEGA
1D716..1D71B  ; Lower # L&   [6] MATHEMATICAL ITALIC EPSILON SYMBOL..MATHEMATICAL ITALIC PI SYMBOL
1D736..1D74E  ; Lower # L&  [25] MATHEMATICAL BOLD ITALIC SMALL ALPHA..MATHEMATICAL BOLD ITALIC SMALL OMEGA
1D750..1D755  ; Lower # L&   [6] MATHEMATICAL BOLD ITALIC EPSILON SYMBOL..MATHEMATICAL BOLD ITALIC PI SYMBOL
1D770..1D788  ; Lower # L&  [25] MATHEMATICAL SANS-SERIF BOLD SMALL ALPHA..MATHEMATICAL SANS-SERIF BOLD SMALL OMEGA
1D78A..1D78F  ; Lower # L&   [6] MATHEMATICAL SANS-SERIF BOLD EPSILON SYMBOL..MATHEMATICAL SANS-SERIF BOLD PI SYMBOL
1D7AA..1D7C2  ; Lower # L&  [25] MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL ALPHA..MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL OMEGA
1D7C4..1D7C9  ; Lower # L&   [6] MATHEMATICAL SANS-SERIF BOLD ITALIC EPSILON SYMBOL..MATHEMATICAL SANS-SERIF BOLD ITALIC PI SYMBOL
1D7CB         ; Lower # L&       MATHEMATICAL BOLD SMALL DIGAMMA

# Total code points: 1933

# ================================================

0041..005A    ; Upper # L&  [26] LATIN CAPITAL LETTER A..LATIN CAPITAL LETTER Z
00C0..00D6    ; Upper # L&  [23] LATIN CAPITAL LETTER A WITH GRAVE..LATIN CAPITAL LETTER O WITH DIAERESIS
00D8..00DE    ; Upper # L&   [7] LATIN CAPITAL LETTER O WITH STROKE..LATIN CAPITAL LETTER THORN
0100          ; Upper # L&       LATIN CAPITAL LETTER A WITH MACRON
0102          ; Upper # L&       LATIN CAPITAL LETTER A WITH BREVE
0104          ; Upper # L&       LATIN CAPITAL LETTER A WITH OGONEK
0106          ; Upper # L&       LATIN CAPITAL LETTER C WITH ACUTE
0108          ; Upper # L&       LATIN CAPITAL LETTER C WITH CIRCUMFLEX
010A          ; Upper # L&       LATIN CAPITAL LETTER C WITH DOT ABOVE
010C          ; Upper # L&       LATIN CAPITAL LETTER C WITH CARON
010E          ; Upper # L&       LATIN CAPITAL LETTER D WITH CARON
0110          ; Upper # L&       LATIN CAPITAL LETTER D WITH STROKE
0112          ; Upper # L&       LATIN CAPITAL LETTER E WITH MACRON
0114          ; Upper # L&       LATIN CAPITAL LETTER E WITH BREVE
0116          ; Upper # L&       LATIN CAPITAL LETTER E WITH DOT ABOVE
0118          ; Upper # L&       LATIN CAPITAL LETTER E WITH OGONEK
011A          ; Upper # L&       LATIN CAPITAL LETTER E WITH CARON
011C          ; Upper # L&       LATIN CAPITAL LETTER G WITH CIRCUMFLEX
011E          ; Upper # L&       LATIN CAPITAL LETTER G WITH BREVE
0120          ; Upper # L&       LATIN CAPITAL LETTER G WITH DOT ABOVE
0122          ; Upper # L&       LATIN CAPITAL LETTER G WITH CEDILLA
0124          ; Upper # L&       LATIN CAPITAL LETTER H WITH CIRCUMFLEX
0126          ; Upper # L&       LATIN CAPITAL LETTER H WITH STROKE
0128          ; Upper # L&       LATIN CAPITAL LETTER I WITH TILDE
012A          ; Upper # L&       LATIN CAPITAL LETTER I WITH MACRON
012C          ; Upper # L&       LATIN CAPITAL LETTER I WITH BREVE
012E          ; Upper # L&       LATIN CAPITAL LETTER I WITH OGONEK
0130          ; Upper # L&       LATIN CAPITAL LETTER I WITH DOT ABOVE
0132          ; Upper # L&       LATIN CAPITAL LIGATURE IJ
0134          ; Upper # L&       LATIN CAPITAL LETTER J WITH CIRCUMFLEX
0136          ; Upper # L&       LATIN CAPITAL LETTER K WITH CEDILLA
0139          ; Upper # L&       LATIN CAPITAL LETTER L WITH ACUTE
013B          ; Upper # L&       LATIN CAPITAL LETTER L WITH CEDILLA
013D          ; Upper # L&       LATIN CAPITAL LETTER L WITH CARON
013F          ; Upper # L&       LATIN CAPITAL LETTER L WITH MIDDLE DOT
0141          ; Upper # L&       LATIN CAPITAL LETTER L WITH STROKE
0143          ; Upper # L&       LATIN CAPITAL LETTER N WITH ACUTE
0145          ; Upper # L&       LATIN CAPITAL LETTER N WITH CEDILLA
0147          ; Upper # L&       LATIN CAPITAL LETTER N WITH CARON
014A          ; Upper # L&       LATIN CAPITAL LETTER ENG
014C          ; Upper # L&       LATIN CAPITAL LETTER O WITH MACRON
014E          ; Upper # L&       LATIN CAPITAL LETTER O WITH BREVE
0150          ; Upper # L&       LATIN CAPITAL LETTER O WITH DOUBLE ACUTE
0152          ; Upper # L&       LATIN CAPITAL LIGATURE OE
0154          ; Upper # L&       LATIN CAPITAL LETTER R WITH ACUTE
0156          ; Upper # L&       LATIN CAPITAL LETTER R WITH CEDILLA
0158          ; Upper # L&       LATIN CAPITAL LETTER R WITH CARON
015A          ; Upper # L&       LATIN CAPITAL LETTER S WITH ACUTE
015C          ; Upper # L&       LATIN CAPITAL LETTER S WITH CIRCUMFLEX
015E          ; Upper # L&       LATIN CAPITAL LETTER S WITH CEDILLA
0160          ; Upper # L&       LATIN CAPITAL LETTER S WITH CARON
0162          ; Upper # L&       LATIN CAPITAL LETTER T WITH CEDILLA
0164          ; Upper # L&       LATIN CAPITAL LETTER T WITH CARON
0166          ; Upper # L&       LATIN CAPITAL LETTER T WITH STROKE
0168          ; Upper # L&       LATIN CAPITAL LETTER U WITH TILDE
016A          ; Upper # L&       LATIN CAPITAL LETTER U WITH MACRON
016C          ; Upper # L&       LATIN CAPITAL LETTER U WITH BREVE
016E          ; Upper # L&       LATIN CAPITAL LETTER U WITH RING ABOVE
0170          ; Upper # L&       LATIN CAPITAL LETTER U WITH DOUBLE ACUTE
0172          ; Upper # L&       LATIN CAPITAL LETTER U WITH OGONEK
0174          ; Upper # L&       LATIN CAPITAL LETTER W WITH CIRCUMFLEX
0176          ; Upper # L&       LATIN CAPITAL LETTER Y WITH CIRCUMFLEX
0178..0179    ; Upper # L&   [2] LATIN CAPITAL LETTER Y WITH DIAERESIS..LATIN CAPITAL LETTER Z WITH ACUTE
017B          ; Upper # L&       LATIN CAPITAL LETTER Z WITH DOT ABOVE
017D          ; Upper # L&       LATIN CAPITAL LETTER Z WITH CARON
0181..0182    ; Upper # L&   [2] LATIN CAPITAL LETTER B WITH HOOK..LATIN CAPITAL LETTER B WITH TOPBAR
0184          ; Upper # L&       LATIN CAPITAL LETTER TONE SIX
0186..0187    ; Upper # L&   [2] LATIN CAPITAL LETTER OPEN O..LATIN CAPITAL LETTER C WITH HOOK
0189..018B    ; Upper # L&   [3] LATIN CAPITAL LETTER AFRICAN D..LATIN CAPITAL LETTER D WITH TOPBAR
018E..0191    ; Upper # L&   [4] LATIN CAPITAL LETTER REVERSED E..LATIN CAPITAL LETTER F WITH HOOK
0193..0194    ; Upper # L&   [2] LATIN CAPITAL LETTER G WITH HOOK..LATIN CAPITAL LETTER GAMMA
0196..0198    ; Upper # L&   [3] LATIN CAPITAL LETTER IOTA..LATIN CAPITAL LETTER K WITH HOOK
019C..019D    ; Upper # L&   [2] LATIN CAPITAL LETTER TURNED M..LATIN CAPITAL LETTER N WITH LEFT HOOK
019F..01A0    ; Upper # L&   [2] LATIN CAPITAL LETTER O WITH MIDDLE TILDE..LATIN CAPITAL LETTER O WITH HORN
01A2          ; Upper # L&       LATIN CAPITAL LETTER OI
01A4          ; Upper # L&       LATIN CAPITAL LETTER P WITH HOOK
01A6..01A7    ; Upper # L&   [2] LATIN LETTER YR..LATIN CAPITAL LETTER TONE TWO
01A9          ; Upper # L&       LATIN CAPITAL LETTER ESH
01AC          ; Upper # L&       LATIN CAPITAL LETTER T WITH HOOK
01AE..01AF    ; Upper # L&   [2] LATIN CAPITAL LETTER T WITH RETROFLEX HOOK..LATIN CAPITAL LETTER U WITH HORN
01B1..01B3    ; Upper # L&   [3] LATIN CAPITAL LETTER UPSILON..LATIN CAPITAL LETTER Y WITH HOOK
01B5          ; Upper # L&       LATIN CAPITAL LETTER Z WITH STROKE
01B7..01B8    ; Upper # L&   [2] LATIN CAPITAL LETTER EZH..LATIN CAPITAL LETTER EZH REVERSED
01BC          ; Upper # L&       LATIN CAPITAL LETTER TONE FIVE
01C4..01C5    ; Upper # L&   [2] LATIN CAPITAL LETTER DZ WITH CARON..LATIN CAPITAL LETTER D WITH SMALL LETTER Z WITH CARON
01C7..01C8    ; Upper # L&   [2] LATIN CAPITAL LETTER LJ..LATIN CAPITAL LETTER L WITH SMALL LETTER J
01CA..01CB    ; Upper # L&   [2] LATIN CAPITAL LETTER NJ..LATIN CAPITAL LETTER N WITH SMALL LETTER J
01CD          ; Upper # L&       LATIN CAPITAL LETTER A WITH CARON
01CF          ; Upper # L&       LATIN CAPITAL LETTER I WITH CARON
01D1          ; Upper # L&       LATIN CAPITAL LETTER O WITH CARON
01D3          ; Upper # L&       LATIN CAPITAL LETTER U WITH CARON
01D5          ; Upper # L&       LATIN CAPITAL LETTER U WITH DIAERESIS AND MACRON
01D7          ; Upper # L&       LATIN CAPITAL LETTER U WITH DIAERESIS AND ACUTE
01D9          ; Upper # L&       LATIN CAPITAL LETTER U WITH DIAERESIS AND CARON
01DB          ; Upper # L&       LATIN CAPITAL LETTER U WITH DIAERESIS AND GRAVE
01DE          ; Upper # L&       LATIN CAPITAL LETTER A WITH DIAERESIS AND MACRON
01E0          ; Upper # L&       LATIN CAPITAL LETTER A WITH DOT ABOVE AND MACRON
01E2          ; Upper # L&       LATIN CAPITAL LETTER AE WITH MACRON
01E4          ; Upper # L&       LATIN CAPITAL LETTER G WITH STROKE
01E6          ; Upper # L&       LATIN CAPITAL LETTER G WITH CARON
01E8          ; Upper # L&       LATIN CAPITAL LETTER K WITH CARON
01EA          ; Upper # L&       LATIN CAPITAL LETTER O WITH OGONEK
01EC          ; Upper # L&       LATIN CAPITAL LETTER O WITH OGONEK AND MACRON
01EE          ; Upper # L&       LATIN CAPITAL LETTER EZH WITH CARON
01F1..01F2    ; Upper # L&   [2] LATIN CAPITAL LETTER DZ..LATIN CAPITAL LETTER D WITH SMALL LETTER Z
01F4          ; Upper # L&       LATIN CAPITAL LETTER G WITH ACUTE
01F6..01F8    ; Upper # L&   [3] LATIN CAPITAL LETTER HWAIR..LATIN CAPITAL LETTER N WITH GRAVE
01FA          ; Upper # L&       LATIN CAPITAL LETTER A WITH RING ABOVE AND ACUTE
01FC          ; Upper # L&       LATIN CAPITAL LETTER AE WITH ACUTE
01FE          ; Upper # L&       LATIN CAPITAL LETTER O WITH STROKE AND ACUTE
0200          ; Upper # L&       LATIN CAPITAL LETTER A WITH DOUBLE GRAVE
0202          ; Upper # L&       LATIN CAPITAL LETTER A WITH INVERTED BREVE
0204          ; Upper # L&       LATIN CAPITAL LETTER E WITH DOUBLE GRAVE
0206          ; Upper # L&       LATIN CAPITAL LETTER E WITH INVERTED BREVE
0208          ; Upper # L&       LATIN CAPITAL LETTER I WITH DOUBLE GRAVE
020A          ; Upper # L&       LATIN CAPITAL LETTER I WITH INVERTED BREVE
020C          ; Upper # L&       LATIN CAPITAL LETTER O WITH DOUBLE GRAVE
020E          ; Upper # L&       LATIN CAPITAL LETTER O WITH INVERTED BREVE
0210          ; Upper # L&       LATIN CAPITAL LETTER R WITH DOUBLE GRAVE
0212          ; Upper # L&       LATIN CAPITAL LETTER R WITH INVERTED BREVE
0214          ; Upper # L&       LATIN CAPITAL LETTER U WITH DOUBLE GRAVE
0216          ; Upper # L&       LATIN CAPITAL LETTER U WITH INVERTED BREVE
0218          ; Upper # L&       LATIN CAPITAL LETTER S WITH COMMA BELOW
021A          ; Upper # L&       LATIN CAPITAL LETTER T WITH COMMA BELOW
021C          ; Upper # L&       LATIN CAPITAL LETTER YOGH
021E          ; Upper # L&       LATIN CAPITAL LETTER H WITH CARON
0220          ; Upper # L&       LATIN CAPITAL LETTER N WITH LONG RIGHT LEG
0222          ; Upper # L&       LATIN CAPITAL LETTER OU
0224          ; Upper # L&       LATIN CAPITAL LETTER Z WITH HOOK
0226          ; Upper # L&       LATIN CAPITAL LETTER A WITH DOT ABOVE
0228          ; Upper # L&       LATIN CAPITAL LETTER E WITH CEDILLA
022A          ; Upper # L&       LATIN CAPITAL LETTER O WITH DIAERESIS AND MACRON
022C          ; Upper # L&       LATIN CAPITAL LETTER O WITH TILDE AND MACRON
022E          ; Upper # L&       LATIN CAPITAL LETTER O WITH DOT ABOVE
0230          ; Upper # L&       LATIN CAPITAL LETTER O WITH DOT ABOVE AND MACRON
0232          ; Upper # L&       LATIN CAPITAL LETTER Y WITH MACRON
023A..023B    ; Upper # L&   [2] LATIN CAPITAL LETTER A WITH STROKE..LATIN CAPITAL LETTER C WITH STROKE
023D..023E    ; Upper # L&   [2] LATIN CAPITAL LETTER L WITH BAR..LATIN CAPITAL LETTER T WITH DIAGONAL STROKE
0241          ; Upper # L&       LATIN CAPITAL LETTER GLOTTAL STOP
0243..0246    ; Upper # L&   [4] LATIN CAPITAL LETTER B WITH STROKE..LATIN CAPITAL LETTER E WITH STROKE
0248          ; Upper # L&       LATIN CAPITAL LETTER J WITH STROKE
024A          ; Upper # L&       LATIN CAPITAL LETTER SMALL Q WITH HOOK TAIL
024C          ; Upper # L&       LATIN CAPITAL LETTER R WITH STROKE
024E          ; Upper # L&       LATIN CAPITAL LETTER Y WITH STROKE
0370          ; Upper # L&       GREEK CAPITAL LETTER HETA
0372          ; Upper # L&       GREEK CAPITAL LETTER ARCHAIC SAMPI
0376          ; Upper # L&       GREEK CAPITAL LETTER PAMPHYLIAN DIGAMMA
0386          ; Upper # L&       GREEK CAPITAL LETTER ALPHA WITH TONOS
0388..038A    ; Upper # L&   [3] GREEK CAPITAL LETTER EPSILON WITH TONOS..GREEK CAPITAL LETTER IOTA WITH TONOS
038C          ; Upper # L&       GREEK CAPITAL LETTER OMICRON WITH TONOS
038E..038F    ; Upper # L&   [2] GREEK CAPITAL LETTER UPSILON WITH TONOS..GREEK CAPITAL LETTER OMEGA WITH TONOS
0391..03A1    ; Upper # L&  [17] GREEK CAPITAL LETTER ALPHA..GREEK CAPITAL LETTER RHO
03A3..03AB    ; Upper # L&   [9] GREEK CAPITAL LETTER SIGMA..GREEK CAPITAL LETTER UPSILON WITH DIALYTIKA
03CF          ; Upper # L&       GREEK CAPITAL KAI SYMBOL
03D2..03D4    ; Upper # L&   [3] GREEK UPSILON WITH HOOK SYMBOL..GREEK UPSILON WITH DIAERESIS AND HOOK SYMBOL
03D8          ; Upper # L&       GREEK LETTER ARCHAIC KOPPA
03DA          ; Upper # L&       GREEK LETTER STIGMA
03DC          ; Upper # L&       GREEK LETTER DIGAMMA
03DE          ; Upper # L&       GREEK LETTER KOPPA
03E0          ; Upper # L&       GREEK LETTER SAMPI
03E2          ; Upper # L&       COPTIC CAPITAL LETTER SHEI
03E4          ; Upper # L&       COPTIC CAPITAL LETTER FEI
03E6          ; Upper # L&       COPTIC CAPITAL LETTER KHEI
03E8          ; Upper # L&       COPTIC CAPITAL LETTER HORI
03EA          ; Upper # L&       COPTIC CAPITAL LETTER GANGIA
03EC          ; Upper # L&       COPTIC CAPITAL LETTER SHIMA
03EE          ; Upper # L&       COPTIC CAPITAL LETTER DEI
03F4          ; Upper # L&       GREEK CAPITAL THETA SYMBOL
03F7          ; Upper # L&       GREEK CAPITAL LETTER SHO
03F9..03FA    ; Upper # L&   [2] GREEK CAPITAL LUNATE SIGMA SYMBOL..GREEK CAPITAL LETTER SAN
03FD..042F    ; Upper # L&  [51] GREEK CAPITAL REVERSED LUNATE SIGMA SYMBOL..CYRILLIC CAPITAL LETTER YA
0460          ; Upper # L&       CYRILLIC CAPITAL LETTER OMEGA
0462          ; Upper # L&       CYRILLIC CAPITAL LETTER YAT
0464          ; Upper # L&       CYRILLIC CAPITAL LETTER IOTIFIED E
0466          ; Upper # L&       CYRILLIC CAPITAL LETTER LITTLE YUS
0468          ; Upper # L&       CYRILLIC CAPITAL LETTER IOTIFIED LITTLE YUS
046A          ; Upper # L&       CYRILLIC CAPITAL LETTER BIG YUS
046C          ; Upper # L&       CYRILLIC CAPITAL LETTER IOTIFIED BIG YUS
046E          ; Upper # L&       CYRILLIC CAPITAL LETTER KSI
0470          ; Upper # L&       CYRILLIC CAPITAL LETTER PSI
0472          ; Upper # L&       CYRILLIC CAPITAL LETTER FITA
0474          ; Upper # L&       CYRILLIC CAPITAL LETTER IZHITSA
0476          ; Upper # L&       CYRILLIC CAPITAL LETTER IZHITSA WITH DOUBLE GRAVE ACCENT
0478          ; Upper # L&       CYRILLIC CAPITAL LETTER UK
047A          ; Upper # L&       CYRILLIC CAPITAL LETTER ROUND OMEGA
047C          ; Upper # L&       CYRILLIC CAPITAL LETTER OMEGA WITH TITLO
047E          ; Upper # L&       CYRILLIC CAPITAL LETTER OT
0480          ; Upper # L&       CYRILLIC CAPITAL LETTER KOPPA
048A          ; Upper # L&       CYRILLIC CAPITAL LETTER SHORT I WITH TAIL
048C          ; Upper # L&       CYRILLIC CAPITAL LETTER SEMISOFT SIGN
048E          ; Upper # L&       CYRILLIC CAPITAL LETTER ER WITH TICK
0490          ; Upper # L&       CYRILLIC CAPITAL LETTER GHE WITH UPTURN
0492          ; Upper # L&       CYRILLIC CAPITAL LETTER GHE WITH STROKE
0494          ; Upper # L&       CYRILLIC CAPITAL LETTER GHE WITH MIDDLE HOOK
0496          ; Upper # L&       CYRILLIC CAPITAL LETTER ZHE WITH DESCENDER
0498          ; Upper # L&       CYRILLIC CAPITAL LETTER ZE WITH DESCENDER
049A          ; Upper # L&       CYRILLIC CAPITAL LETTER KA WITH DESCENDER
049C          ; Upper # L&       CYRILLIC CAPITAL LETTER KA WITH VERTICAL STROKE
049E          ; Upper # L&       CYRILLIC CAPITAL LETTER KA WITH STROKE
04A0          ; Upper # L&       CYRILLIC CAPITAL LETTER BASHKIR KA
04A2          ; Upper # L&       CYRILLIC CAPITAL LETTER EN WITH DESCENDER
04A4          ; Upper # L&       CYRILLIC CAPITAL LIGATURE EN GHE
04A6          ; Upper # L&       CYRILLIC CAPITAL LETTER PE WITH MIDDLE HOOK
04A8          ; Upper # L&       CYRILLIC CAPITAL LETTER ABKHASIAN HA
04AA          ; Upper # L&       CYRILLIC CAPITAL LETTER ES WITH DESCENDER
04AC          ; Upper # L&       CYRILLIC CAPITAL LETTER TE WITH DESCENDER
04AE          ; Upper # L&       CYRILLIC CAPITAL LETTER STRAIGHT U
04B0          ; Upper # L&       CYRILLIC CAPITAL LETTER STRAIGHT U WITH STROKE
04B2          ; Upper # L&       CYRILLIC CAPITAL LETTER HA WITH DESCENDER
04B4          ; Upper # L&       CYRILLIC CAPITAL LIGATURE TE TSE
04B6          ; Upper # L&       CYRILLIC CAPITAL LETTER CHE WITH DESCENDER
04B8          ; Upper # L&       CYRILLIC CAPITAL LETTER CHE WITH VERTICAL STROKE
04BA          ; Upper # L&       CYRILLIC CAPITAL LETTER SHHA
04BC          ; Upper # L&       CYRILLIC CAPITAL LETTER ABKHASIAN CHE
04BE          ; Upper # L&       CYRILLIC CAPITAL LETTER ABKHASIAN CHE WITH DESCENDER
04C0..04C1    ; Upper # L&   [2] CYRILLIC LETTER PALOCHKA..CYRILLIC CAPITAL LETTER ZHE WITH BREVE
04C3          ; Upper # L&       CYRILLIC CAPITAL LETTER KA WITH HOOK
04C5          ; Upper # L&       CYRILLIC CAPITAL LETTER EL WITH TAIL
04C7          ; Upper # L&       CYRILLIC CAPITAL LETTER EN WITH HOOK
